;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
prob4_010_005000_10;100325;0.01;775;0;0.01;775;141;0;0.92;0;0.88;0;;0.01;1;0;0.58;0;1.78;0
prob4_010_010000_01;203813;0.02;747;0;0.02;749;176;0;3.76;0;2.69;0;;0.02;1;0;0.92;0;5.50;0
prob4_010_010000_02;201393;0.03;785;0;0.03;793;154;0;3.71;0;2.81;0;;0.03;1;0;0.86;0;5.64;0
prob4_010_010000_03;200229;0.02;381;0;0.02;395;155;0;3.68;0;3.02;0;;0.02;0;0;0.89;0;6.09;0
prob4_010_010000_04;198905;0.02;859;0;0.02;859;187;0;3.65;0;2.92;0;;0.02;1;0;0.96;0;5.90;0
prob4_010_010000_05;201261;0.03;681;0;0.03;689;177;0;3.70;0;2.73;0;;0.03;0;0;0.85;0;5.56;0
prob4_010_010000_06;200848;0.02;915;0;0.02;915;176;0;3.70;0;2.72;0;;0.02;1;0;0.93;0;5.55;0
prob4_010_010000_07;201297;0.02;679;0;0.01;679;176;0;3.71;0;2.40;0;;0.02;1;0;0.95;0;4.85;0
prob4_010_010000_08;201046;0.02;657;0;0.02;657;192;0;3.71;0;2.80;0;;0.02;1;0;0.83;0;5.64;0
prob4_010_010000_09;202163;0.03;613;0;0.03;617;203;0;3.73;0;2.93;0;;0.03;0;0;0.84;0;5.97;0
prob4_010_010000_10;201324;0.02;643;0;0.01;643;190;0;3.70;0;2.59;0;;0.01;1;0;0.96;0;5.22;0
prob4_020_000500_01;14004;0.00;283;0;0.00;301;98;0;0.02;0;0.10;0;;0.00;0;0;0.11;0;0.04;0
prob4_020_000500_02;14018;0.00;179;0;0.00;183;94;0;0.02;0;0.13;0;;0.00;0;0;0.14;0;0.04;0
prob4_020_000500_03;13872;0.00;71;0;0.00;77;74;0;0.02;0;0.08;0;;0.00;0;0;0.09;0;0.04;0
prob4_020_000500_04;13809;0.00;309;0;0.00;339;93;0;0.02;0;0.15;0;;0.00;0;0;0.21;0;0.04;0
prob4_020_000500_05;14211;0.00;231;0;0.00;243;93;0;0.02;0;0.18;0;;0.00;0;0;0.19;0;0.04;0
prob4_020_000500_06;13952;0.00;163;0;0.00;169;85;0;0.02;0;0.13;0;;0.00;0;0;0.14;0;0.04;0
prob4_020_000500_07;13372;0.00;145;0;0.00;157;81;0;0.02;0;0.09;0;;0.00;0;0;0.11;0;0.04;0
prob4_020_000500_08;13589;0.00;141;0;0.00;157;82;0;0.02;0;0.10;0;;0.00;0;0;0.11;0;0.04;0
prob4_020_000500_09;14824;0.00;125;0;0.00;153;88;0;0.02;0;0.07;0;;0.00;0;0;0.08;0;0.04;0
prob4_020_000500_10;13527;0.00;143;0;0.00;151;73;0;0.02;0;0.16;0;;0.00;0;0;0.19;0;0.04;0
prob4_020_001000_01;22590;0.19;31417;0;0.16;32661;138;0;0.06;0;0.44;0;;0.06;2;0;0.43;0;0.12;0
prob4_020_001000_02;22488;0.06;7847;0;0.05;8499;133;0;0.06;0;0.21;0;;0.05;1;0;0.21;0;0.13;0
prob4_020_001000_03;22760;0.06;7043;0;0.05;8141;120;0;0.06;0;0.18;0;;0.05;1;0;0.19;0;0.12;0
prob4_020_001000_04;22464;0.19;29633;0;0.14;31321;136;0;0.05;0;0.20;0;;0.06;2;0;0.20;0;0.12;0
prob4_020_001000_05;22787;0.09;11793;0;0.07;12247;130;0;0.06;0;0.44;0;;0.06;2;0;0.30;0;0.13;0
prob4_020_001000_06;23157;0.52;92570;0;0.37;93927;145;0;0.06;0;0.41;0;;0.06;2;0;0.38;0;0.12;0
prob4_020_001000_07;22138;0.36;61277;0;0.27;63525;146;0;0.06;0;0.26;0;;0.05;2;0;0.25;0;0.12;0
prob4_020_001000_08;22527;0.17;26805;0;0.13;28267;126;0;0.06;0;0.19;0;;0.06;2;0;0.19;0;0.12;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob4_020_001000_09;22888;0.11;14389;0;0.08;15443;136;0;0.06;0;0.19;0;;0.06;2;0;0.19;0;0.13;0
prob4_020_001000_10;22681;0.20;33719;0;0.16;34677;150;0;0.05;0;0.21;0;;0.06;2;0;0.22;0;0.13;0
prob4_020_002500_01;50567;1.68;142037;0;0.77;145389;196;0;0.25;0;0.78;0;;0.25;2;0;0.74;0;0.55;0
prob4_020_002500_02;50051;4.05;367349;0;1.75;368259;195;0;0.25;0;0.63;0;;0.25;2;0;0.54;0;0.54;0
prob4_020_002500_03;49913;3.71;332171;0;1.62;334163;205;0;0.25;0;0.43;0;;0.25;2;0;0.43;0;0.53;0
prob4_020_002500_04;49830;5.05;471375;0;2.20;472379;196;0;0.25;0;0.46;0;;0.25;2;0;0.45;0;0.53;0
prob4_020_002500_05;49735;2.07;176155;0;0.91;180369;190;0;0.25;0;0.27;0;;0.25;2;0;0.27;0;0.53;0
prob4_020_002500_06;49695;3.32;291167;0;1.50;301823;201;0;0.25;0;0.43;0;;0.25;2;0;0.41;0;0.53;0
prob4_020_002500_07;49446;5.98;563429;0;2.74;563505;228;0;0.25;0;0.38;0;;0.25;2;0;0.37;0;0.53;0
prob4_020_002500_08;50167;2.38;201045;0;1.06;204491;189;0;0.25;0;0.46;0;;0.25;2;0;0.48;0;0.54;0
prob4_020_002500_09;51067;3.56;318761;0;1.59;323805;201;0;0.26;0;0.38;0;;0.25;2;0;0.39;0;0.55;0
prob4_020_002500_10;52063;0.06;3421;0;0.03;3755;185;0;0.26;0;0.36;0;;0.03;1;0;0.31;0;0.56;0
prob4_020_005000_01;101585;3.38;175507;0;1.41;177611;253;0;0.95;0;0.79;0;;0.98;2;0;0.64;0;1.59;0
prob4_020_005000_02;99785;0.95;48921;0;0.39;50627;219;0;0.93;0;0.81;0;;0.41;1;0;0.65;0;1.64;0
prob4_020_005000_03;99889;1.78;90783;0;0.77;92875;243;0;0.93;0;0.84;0;;0.81;1;0;0.63;0;1.70;0
prob4_020_005000_04;100847;6.56;365833;0;2.57;366865;266;0;0.94;0;1.17;0;;0.97;2;0;0.74;0;1.96;0
prob4_020_005000_05;100661;0.79;41419;0;0.33;41717;256;0;0.93;0;0.92;0;;0.35;1;0;0.72;0;1.84;0
prob4_020_005000_06;101023;0.59;28331;0;0.29;30645;253;0;0.94;0;0.74;0;;0.31;1;0;0.54;0;1.47;0
prob4_020_005000_07;100811;0.02;805;0;0.01;933;227;0;0.93;0;0.78;0;;0.02;1;0;0.60;0;1.58;0
prob4_020_005000_08;100133;8.46;472721;0;3.24;473797;236;0;0.93;0;0.88;0;;0.96;2;0;0.64;0;1.76;0
prob4_020_005000_09;101283;3.47;183683;0;1.46;188597;253;0;0.94;0;0.85;0;;0.97;2;0;0.67;0;1.72;0
prob4_020_005000_10;101773;4.54;244713;0;1.82;252555;234;0;0.95;0;0.90;0;;0.98;2;0;0.68;0;1.81;0
prob4_020_010000_01;203934;8.88;296643;0;3.41;300987;266;0;3.81;0;2.58;0;;3.57;1;0;1.00;0;5.27;0
prob4_020_010000_02;201679;4.75;158003;0;1.82;161061;238;0;3.76;0;2.34;0;;1.92;1;0;0.97;0;4.78;0
prob4_020_010000_03;200920;6.07;202797;0;2.26;204779;231;0;3.74;0;2.59;0;;2.37;1;0;0.97;0;5.30;0
prob4_020_010000_04;200500;1.62;51683;0;0.67;53267;253;0;3.73;0;2.68;0;;0.70;1;0;1.04;0;5.41;0
prob4_020_010000_05;202400;1.51;49479;0;0.63;50447;274;0;3.77;0;2.88;0;;0.66;1;0;1.12;0;5.80;0
prob4_020_010000_06;200715;11.62;396715;0;4.11;397651;229;0;3.74;0;2.78;0;;3.86;2;0;0.98;0;5.61;0
prob4_020_010000_07;202286;2.27;71497;0;0.90;72353;257;0;3.77;0;2.42;0;;0.94;1;0;1.06;0;4.93;0
prob4_020_010000_08;202291;5.58;179689;0;2.26;181541;304;0;3.77;0;2.68;0;;2.36;1;0;1.02;0;5.44;0
prob4_020_010000_09;201818;14.63;512177;0;5.18;513807;246;0;3.77;0;2.66;0;;3.88;2;0;0.96;0;5.38;0
prob4_020_010000_10;201285;13.81;485215;0;4.91;486035;239;0;3.75;0;2.75;0;;3.86;2;0;0.95;0;5.56;0
prob4_030_000500_01;14284;0.00;1033;0;0.01;1655;108;0;0.02;0;0.38;0;;0.00;0;0;0.43;0;0.04;0
prob4_030_000500_02;14101;0.00;157;0;0.00;167;86;0;0.02;0;0.13;0;;0.00;0;0;0.14;0;0.04;0
prob4_030_000500_03;13673;0.00;311;0;0.01;343;107;0;0.02;0;0.20;0;;0.00;0;0;0.26;0;0.04;0
prob4_030_000500_04;13781;0.00;407;0;0.01;431;96;0;0.02;0;0.13;0;;0.00;0;0;0.15;0;0.04;0
prob4_030_000500_05;14034;0.00;763;0;0.01;889;117;0;0.02;0;0.33;0;;0.00;0;0;0.38;0;0.04;0
prob4_030_000500_06;14019;0.00;691;0;0.01;743;110;0;0.02;0;0.21;0;;0.00;0;0;0.22;0;0.04;0
prob4_030_000500_07;14384;0.02;5263;0;0.03;5839;86;0;0.02;0;1.20;0;;0.02;2;0;1.29;0;0.04;0
prob4_030_000500_08;13746;0.00;901;0;0.01;973;121;0;0.02;0;0.50;0;;0.01;0;0;0.61;0;0.04;0
prob4_030_000500_09;13683;0.00;295;0;0.01;309;101;0;0.02;0;0.24;0;;0.00;0;0;0.29;0;0.04;0
prob4_030_000500_10;13819;0.00;475;0;0.01;523;120;0;0.01;0;0.22;0;;0.00;0;0;0.24;0;0.04;0
prob4_030_001000_01;22141;2.84;547317;0;2.42;564661;138;0;0.05;0;2.77;0;;0.05;2;0;1.37;0;0.12;0
prob4_030_001000_02;22116;1.23;231580;0;1.08;241984;142;0;0.05;0;0.42;0;;0.06;2;0;0.26;0;0.12;0
prob4_030_001000_03;22641;2.07;389135;0;1.95;410677;166;0;0.06;0;0.41;0;;0.06;2;0;0.32;0;0.12;0
prob4_030_001000_04;22723;1.16;222313;0;1.02;233833;133;0;0.05;0;0.26;0;;0.06;2;0;0.25;0;0.12;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob4_030_001000_05;22635;0.70;134299;0;0.62;144659;123;0;0.06;0;0.17;0;;0.06;2;0;0.18;0;0.12;0
prob4_030_001000_06;23167;5.78;1112499;0;5.60;1204641;170;0;0.06;0;0.33;0;;0.06;2;0;0.25;0;0.12;0
prob4_030_001000_07;22489;2.67;515841;0;2.41;539509;153;0;0.06;0;0.47;0;;0.05;2;0;0.37;0;0.12;0
prob4_030_001000_08;22588;1.63;313925;0;1.38;340775;132;0;0.05;0;0.91;0;;0.06;2;0;0.44;0;0.13;0
prob4_030_001000_09;22770;5.64;1107563;0;5.02;1171219;155;0;0.05;0;2.28;0;;0.06;2;0;1.32;0;0.12;0
prob4_030_001000_10;23278;6.45;1263443;0;5.58;1312995;147;0;0.06;0;0.74;0;;0.06;2;0;0.56;0;0.13;0
prob4_030_002500_01;49891;6.69;506155;0;3.98;560747;222;0;0.26;0;0.63;0;;0.25;2;0;0.59;0;0.54;0
prob4_030_002500_02;56128;24.85;1994697;0;12.50;2076741;194;0;0.25;0;0.60;0;;0.25;2;0;0.55;0;0.54;0
prob4_030_002500_03;55701;21.50;1606963;0;11.05;1702157;194;0;0.25;0;0.57;0;;0.25;2;0;0.52;0;0.55;0
prob4_030_002500_04;56200;4.87;373595;0;2.56;394545;187;0;0.25;0;0.67;0;;0.25;2;0;0.58;0;0.54;0
prob4_030_002500_05;56211;13.85;1041553;0;7.02;1088473;184;0;0.25;0;0.31;0;;0.25;2;0;0.30;0;0.55;0
prob4_030_002500_06;56894;10.44;786877;0;5.53;859287;182;0;0.26;0;0.46;0;;0.26;2;0;0.44;0;0.54;0
prob4_030_002500_07;55702;20.47;1556349;0;10.53;1677291;178;0;0.25;0;0.41;0;;0.25;2;0;0.36;0;0.54;0
prob4_030_002500_08;55670;0.06;3517;0;0.04;3875;163;0;0.25;0;0.49;0;;0.04;1;0;0.46;0;0.54;0
prob4_030_002500_09;56933;70.47;5437763;0;37.77;5919961;199;0;0.25;0;0.47;0;;0.26;2;0;0.53;0;0.55;0
prob4_030_002500_10;55913;16.30;1218357;0;8.99;1366529;191;0;0.25;0;0.61;0;;0.25;2;0;0.55;0;0.54;0
prob4_030_005000_01;101929;0.04;1513;0;0.02;1643;211;0;0.95;0;0.93;0;;0.03;1;0;0.71;0;1.86;0
prob4_030_005000_02;101839;0.04;1807;0;0.03;1981;221;0;0.95;0;0.82;0;;0.04;1;0;0.70;0;1.66;0
prob4_030_005000_03;100244;0.86;35079;0;0.38;37489;221;0;0.93;0;0.93;0;;0.40;1;0;0.74;0;1.83;0
prob4_030_005000_04;100247;0.18;7451;0;0.09;8013;232;0;0.93;0;1.14;0;;0.09;1;0;0.84;0;1.93;0
prob4_030_005000_05;100613;0.04;1749;0;0.02;1953;207;0;0.94;0;0.84;0;;0.03;1;0;0.69;0;1.70;0
prob4_030_005000_06;101429;7.86;330221;0;3.65;371905;249;0;0.95;0;0.92;0;;0.97;2;0;0.78;0;1.85;0
prob4_030_005000_07;101963;1.23;52367;0;0.61;58603;229;0;0.95;0;0.87;0;;0.65;1;0;0.71;0;1.62;0
prob4_030_005000_08;101525;2.76;118035;0;1.42;126767;287;0;0.95;0;1.59;0;;0.98;2;0;1.05;0;1.96;0
prob4_030_005000_09;101406;0.03;1251;0;0.02;1329;218;0;0.94;0;1.02;0;;0.02;1;0;0.78;0;1.96;0
prob4_030_005000_10;100871;0.80;32475;0;0.37;35171;253;0;0.94;0;1.17;0;;0.39;1;0;0.86;0;1.94;0
prob4_030_010000_01;201438;0.10;2819;0;0.06;3263;235;0;3.75;0;3.22;0;;0.07;1;0;1.53;0;6.57;0
prob4_030_010000_02;201466;3.93;103569;0;1.72;110115;279;0;3.76;0;2.48;0;;1.80;1;0;1.22;0;5.03;0
prob4_030_010000_03;202037;17.07;457793;0;8.57;482869;378;0;3.77;0;2.84;0;;3.88;2;0;1.84;0;5.79;0
prob4_030_010000_04;200886;0.33;8015;0;0.20;9355;298;0;3.74;0;2.30;0;;0.20;1;0;1.21;0;4.66;0
prob4_030_010000_05;202139;78.98;2136953;0;30.83;2209423;326;0;3.77;0;2.72;0;;3.89;2;0;1.29;0;5.58;0
prob4_030_010000_06;201864;0.63;15257;0;0.32;15845;350;0;3.76;0;4.44;0;;0.33;1;0;2.32;0;7.61;0
prob4_030_010000_07;202001;2.23;57429;0;1.08;63339;315;0;3.77;0;2.74;0;;1.12;1;0;1.37;0;5.55;0
prob4_030_010000_08;202196;12.53;332355;0;4.63;342419;263;0;3.77;0;2.29;0;;3.88;2;0;1.21;0;4.65;0
prob4_030_010000_09;201980;2.75;75447;0;1.06;76561;282;0;3.77;0;3.61;0;;1.11;1;0;1.85;0;7.35;0
prob4_030_010000_10;199853;0.46;11409;0;0.24;12943;269;0;3.72;0;2.51;0;;0.25;1;0;1.18;0;5.11;0
prob5_005_020000_01;422024;0.01;43;0;0.01;43;73;0;15.82;0;11.50;0;;0.01;0;0;1.87;0;24.04;0
prob5_005_020000_02;435581;0.00;43;0;0.01;43;68;0;15.97;0;12.79;0;;0.00;0;0;1.58;0;26.68;0
prob5_005_020000_03;463233;0.01;45;0;0.01;45;79;0;15.97;0;12.45;0;;0.01;0;0;1.40;0;26.26;0
prob5_005_020000_04;394850;0.00;47;0;0.01;47;97;0;15.64;0;10.68;0;;0.00;0;0;1.94;0;22.35;0
prob5_005_020000_05;389661;0.01;45;0;0.02;45;70;0;15.64;0;11.66;0;;0.01;0;0;1.83;0;24.50;0
prob5_005_020000_06;458575;0.00;45;0;0.01;45;70;0;16.00;0;13.40;0;;0.00;0;0;1.40;0;28.04;0
prob5_005_020000_07;427640;0.00;45;0;0.01;45;85;0;15.72;0;11.27;0;;0.00;0;0;1.37;0;23.72;0
prob5_005_020000_08;400375;0.01;55;0;0.01;55;92;0;15.69;0;12.37;0;;0.01;0;0;1.95;0;26.06;0
prob5_005_020000_09;394464;0.00;21;0;0.01;21;72;0;15.60;0;14.50;0;;0.01;0;0;1.81;0;30.30;0
prob5_005_020000_10;442123;0.00;11;0;0.00;11;45;0;15.86;0;8.82;0;;0.00;0;0;0.85;0;18.27;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob5_005_050000_01;977514;0.03;53;0;0.04;53;75;0;98.31;0;77.85;0;;0.04;0;0;5.86;0;173.52;0
prob5_005_050000_02;1010656;0.01;41;0;0.02;41;68;0;99.09;0;79.39;0;;0.01;0;0;5.94;0;178.01;0
prob5_005_050000_03;1061123;0.01;33;0;0.02;33;57;0;99.11;0;91.95;0;;0.01;0;0;6.66;0;202.84;0
prob5_005_050000_04;1087340;0.01;47;0;0.02;47;81;0;99.57;0;84.09;0;;0.01;0;0;6.08;0;192.11;0
prob5_005_050000_05;1001602;0.02;45;0;0.03;45;78;0;98.50;0;72.21;0;;0.02;0;0;6.30;0;159.73;0
prob5_005_050000_06;978658;0.03;45;0;0.04;45;80;0;98.48;0;82.64;0;;0.03;0;0;9.33;0;183.69;0
prob5_005_050000_07;1090982;0.02;45;0;0.04;45;76;0;99.75;0;86.03;0;;0.02;0;0;5.58;0;193.61;0
prob5_005_050000_08;1071769;0.01;45;0;0.02;45;61;0;100.03;0;78.14;0;;0.01;0;0;5.52;0;174.97;0
prob5_005_050000_09;1145564;0.01;43;0;0.01;43;82;0;100.28;0;85.28;0;;0.01;0;0;5.22;0;189.60;0
prob5_005_050000_10;1129598;0.01;43;0;0.02;43;78;0;100.85;0;81.88;0;;0.01;0;0;7.75;0;184.18;0
prob5_005_100000_01;2022274;0.04;43;0;0.07;43;94;0;395.73;0;425.84;0;;0.04;0;0;47.02;0;826.23;0
prob5_005_100000_02;2210555;0.05;45;0;0.10;45;92;0;400.07;0;603.13;0;;0.06;0;0;46.17;0;832.96;0
prob5_005_100000_03;2264107;0.11;45;0;0.17;45;77;0;403.87;0;421.89;0;;0.11;0;0;42.02;0;831.80;0
prob5_005_100000_04;1977496;0.01;43;0;0.02;43;65;0;393.72;0;407.48;0;;0.01;0;0;36.19;0;821.91;0
prob5_005_100000_05;1989604;0.02;45;0;0.04;45;81;0;395.02;0;452.93;0;;0.03;0;0;48.08;0;819.84;0
prob5_005_100000_06;2119415;0.02;43;0;0.04;43;68;0;399.84;0;414.48;0;;0.02;0;0;44.11;0;838.50;0
prob5_005_100000_07;2085649;0.01;47;0;0.02;47;90;0;398.15;0;414.60;0;;0.01;0;0;38.61;0;833.36;0
prob5_005_100000_08;1997019;0.04;53;0;0.07;53;84;0;394.27;0;488.45;0;;0.05;0;0;45.11;0;820.54;0
prob5_005_100000_09;2148811;0.02;45;0;0.04;45;82;0;399.00;0;406.31;0;;0.03;0;0;43.92;0;819.19;0
prob5_005_100000_10;2178242;0.01;43;0;0.02;43;75;0;404.34;0;410.20;0;;0.01;0;0;38.01;0;835.85;0
prob5_010_020000_01;470617;0.04;941;0;0.02;941;149;0;16.38;0;10.28;0;;0.02;1;0;1.40;0;21.84;0
prob5_010_020000_02;419065;0.04;939;0;0.02;939;107;0;16.28;0;9.85;0;;0.02;1;0;1.35;0;20.44;0
prob5_010_020000_03;458976;0.04;941;0;0.03;941;130;0;16.38;0;9.84;0;;0.03;1;0;1.47;0;20.63;0
prob5_010_020000_04;403191;0.03;685;0;0.02;687;124;0;16.20;0;9.70;0;;0.03;1;0;1.50;0;20.42;0
prob5_010_020000_05;406762;0.04;931;0;0.02;931;135;0;16.12;0;10.77;0;;0.02;1;0;1.22;0;22.60;0
prob5_010_020000_06;437758;0.05;959;0;0.04;959;148;0;16.19;0;9.44;0;;0.04;1;0;1.36;0;19.80;0
prob5_010_020000_07;424769;0.04;823;0;0.03;833;129;0;16.29;0;10.47;0;;0.03;1;0;1.29;0;21.90;0
prob5_010_020000_08;456159;0.04;951;0;0.03;951;146;0;16.30;0;10.52;0;;0.03;1;0;1.42;0;22.07;0
prob5_010_020000_09;399665;0.04;609;0;0.05;625;160;0;16.12;0;10.26;0;;0.05;0;0;1.65;0;21.53;0
prob5_010_020000_10;453172;0.04;953;0;0.03;953;145;0;16.33;0;11.30;0;;0.03;1;0;1.31;0;23.54;0
prob5_010_050000_01;1103870;0.09;933;0;0.05;933;153;0;102.11;0;58.80;0;;0.05;1;0;3.66;0;131.48;0
prob5_010_050000_02;1089537;0.10;943;0;0.06;943;159;0;102.28;0;55.52;0;;0.06;1;0;4.11;0;124.09;0
prob5_010_050000_03;1007222;0.09;595;0;0.10;595;171;0;101.76;0;58.28;0;;0.09;0;0;5.51;0;131.46;0
prob5_010_050000_04;1138628;0.10;933;0;0.08;933;143;0;103.11;0;53.74;0;;0.08;1;0;2.95;0;119.93;0
prob5_010_050000_05;1140612;0.09;923;0;0.04;923;112;0;102.96;0;55.85;0;;0.04;1;0;3.27;0;125.62;0
prob5_010_050000_06;1031614;0.09;511;0;0.11;513;153;0;102.04;0;52.75;0;;0.09;0;0;5.94;0;118.01;0
prob5_010_050000_07;984636;0.09;775;0;0.06;779;149;0;101.71;0;51.98;0;;0.06;1;0;5.28;0;115.88;0
prob5_010_050000_08;1106401;0.11;941;0;0.08;941;141;0;102.70;0;55.72;0;;0.09;1;0;3.49;0;123.59;0
prob5_010_050000_09;1140648;0.10;947;0;0.06;947;147;0;102.69;0;59.47;0;;0.07;1;0;3.02;0;134.94;0
prob5_010_050000_10;1145731;0.11;975;0;0.08;975;118;0;102.75;0;56.00;0;;0.09;1;0;3.54;0;124.26;0
prob5_010_100000_01;2236117;0.17;933;0;0.09;933;103;0;411.59;0;257.34;0;;0.09;1;0;9.53;0;591.04;0
prob5_010_100000_02;2045612;0.17;939;0;0.10;939;117;0;409.55;0;257.82;0;;0.11;1;0;14.69;0;595.59;0
prob5_010_100000_03;2214376;0.18;937;0;0.11;937;152;0;408.90;0;261.53;0;;0.12;1;0;16.01;0;606.80;0
prob5_010_100000_04;2274059;0.20;935;0;0.14;935;118;0;409.48;0;260.75;0;;0.16;1;0;8.19;0;607.70;0
prob5_010_100000_05;2277309;0.19;947;0;0.13;947;144;0;411.22;0;244.04;0;;0.14;1;0;15.76;0;567.04;0
prob5_010_100000_06;2049191;0.17;839;0;0.11;839;179;0;408.13;0;297.61;0;;0.12;1;0;16.84;0;700.61;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob5_010_100000_07;1952291;0.06;203;0;0.06;213;148;0;406.63;0;293.23;0;;0.06;0;0;23.84;0;685.28;0
prob5_010_100000_08;2281380;0.20;955;0;0.15;955;143;0;412.70;0;262.98;0;;0.16;1;0;7.05;0;607.26;0
prob5_010_100000_09;1990233;0.08;257;0;0.10;261;111;0;408.79;0;276.66;0;;0.09;0;0;8.98;0;639.39;0
prob5_010_100000_10;2250741;0.20;933;0;0.13;933;121;0;411.25;0;254.31;0;;0.14;1;0;8.17;0;587.68;0
prob5_020_020000_01;428066;26.64;587925;0;9.72;587925;228;0;16.48;0;10.31;0;;10.18;1;0;1.44;0;21.64;0
prob5_020_020000_02;438511;27.04;587929;0;9.88;587929;252;0;16.48;0;10.37;0;;10.33;1;0;1.53;0;21.75;0
prob5_020_020000_03;417449;1.04;19593;0;0.46;20035;262;0;16.38;0;10.67;0;;0.48;1;0;2.04;0;22.49;0
prob5_020_020000_04;464807;15.14;304551;0;5.59;308039;218;0;16.57;0;11.27;0;;5.83;1;0;1.54;0;24.05;0
prob5_020_020000_05;427108;5.64;109431;0;2.45;116373;252;0;16.43;0;9.32;0;;2.56;1;0;1.87;0;19.75;0
prob5_020_020000_06;424216;7.66;151205;0;3.11;157181;270;0;16.43;0;10.75;0;;3.25;1;0;1.85;0;22.76;0
prob5_020_020000_07;425377;7.31;147959;0;2.85;148471;285;0;16.38;0;10.81;0;;2.98;1;0;2.05;0;22.99;0
prob5_020_020000_08;467465;0.47;8255;0;0.24;8841;212;0;16.36;0;11.87;0;;0.25;1;0;1.74;0;24.93;0
prob5_020_020000_09;439527;14.04;290747;0;5.43;292677;275;0;16.48;0;10.49;0;;5.67;1;0;1.81;0;22.15;0
prob5_020_020000_10;406329;3.13;58301;0;1.30;59855;237;0;16.37;0;11.05;0;;1.35;1;0;2.04;0;23.32;0
prob5_020_050000_01;1165699;5.62;49389;0;2.64;51915;229;0;104.19;0;58.68;0;;2.76;1;0;4.79;0;133.25;0
prob5_020_050000_02;1017536;0.71;5767;0;0.36;6195;170;0;103.14;0;57.90;0;;0.38;1;0;5.91;0;131.60;0
prob5_020_050000_03;1062835;2.97;25391;0;1.37;26303;267;0;103.53;0;58.63;0;;1.43;1;0;5.87;0;134.06;0
prob5_020_050000_04;1054328;3.56;31099;0;1.65;32805;260;0;103.33;0;62.74;0;;1.72;1;0;5.62;0;143.40;0
prob5_020_050000_05;1022690;3.01;25537;0;1.42;26505;254;0;103.05;0;54.20;0;;1.48;1;0;5.48;0;122.85;0
prob5_020_050000_06;1140141;58.53;587967;0;21.79;587967;232;0;103.66;0;53.66;0;;22.76;1;0;4.38;0;120.56;0
prob5_020_050000_07;1064190;45.08;438417;0;17.72;439121;271;0;103.55;0;53.12;0;;18.49;1;0;5.40;0;119.85;0
prob5_020_050000_08;1125739;58.22;587927;0;21.90;587927;242;0;103.81;0;51.44;0;;22.85;1;0;4.36;0;114.91;0
prob5_020_050000_09;1025292;36.34;348763;0;14.20;351101;233;0;103.55;0;50.06;0;;14.82;1;0;5.39;0;111.93;0
prob5_020_050000_10;1063866;17.54;158537;0;7.33;163091;255;0;103.65;0;53.72;0;;7.65;1;0;4.94;0;121.11;0
prob5_020_100000_01;2005936;3.66;16477;0;1.75;17003;218;0;414.67;0;240.68;0;;1.85;1;0;23.22;0;563.66;0
prob5_020_100000_02;2053969;2.88;13777;0;1.23;13801;220;0;413.49;0;291.87;0;;1.30;1;0;17.99;0;673.18;0
prob5_020_100000_03;2302913;109.91;587953;0;41.68;587953;231;0;416.30;0;231.48;0;;43.58;1;0;7.67;0;522.71;0
prob5_020_100000_04;2353252;0.51;2291;0;0.35;2727;185;0;416.45;0;246.38;0;;0.37;1;0;21.76;0;565.76;0
prob5_020_100000_05;2380257;110.35;588025;0;41.70;588025;214;0;415.24;0;225.51;0;;43.81;1;0;7.96;0;513.26;0
prob5_020_100000_06;2125925;109.79;587965;0;41.94;587965;242;0;413.98;0;229.66;0;;44.03;1;0;9.89;0;523.90;0
prob5_020_100000_07;2160642;71.52;366822;0;28.61;373083;253;0;415.48;0;251.97;0;;30.02;1;0;13.36;0;584.69;0
prob5_020_100000_08;1994490;0.53;2195;0;0.32;2225;216;0;413.93;0;230.49;0;;0.34;1;0;12.19;0;529.17;0
prob5_020_100000_09;2099854;17.92;85461;0;7.66;86285;246;0;415.70;0;255.99;0;;8.05;1;0;20.37;0;597.59;0
prob5_020_100000_10;2068359;4.91;22253;0;2.33;23647;235;0;413.75;0;271.84;0;;2.46;1;0;21.76;0;626.84;0
prob5_030_020000_01;405739;499.72;8739283;0;204.59;9459341;328;0;16.42;0;8.01;0;;16.91;2;0;2.33;0;17.10;0
